"smiles","AR"
"O=C(Nc1cccc(-c2nnn[nH]2)c1)c1cccc2[nH]cnc12","44.67"
"O=C(Nc1cccc(CCO)c1)c1cc2cc(Cl)ccc2[nH]1","150"
"O=C(Nc1cccc(Cl)c1)c1ccccn1","150"
"O=C(Nc1ccccc1)c1ccc2cccc(O)c2n1","139"
"O=C(Nc1ccccc1-c1ccccc1)OC1CCN(CCCCCCCCCNC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)CC1","25.33"
"O=C(Nc1ccccc1Cl)c1cc[nH]n1","150"
"O=C(Nc1ccccc1F)NC1N=C(c2ccccc2)c2ccccc2NC1=O","16.22"
"O=C(Nc1ccccc1F)N[C@H]1N=C(c2ccccc2)c2ccccc2NC1=O","9.12"
"O=C(Nc1ccncc1)c1cccc2ccccc12","25.12"
"O=C(Nc1nc2c(=O)[nH]cnc2s1)c1ccccc1","150"
"O=C(Nc1nc2ccccc2[nH]1)c1ccccc1","150"
"O=C(Nc1nc2ccccc2n1CCCO)c1cccc([N+](=O)[O-])c1","85.11"
"O=C(Nc1nc2ccccc2n1CCN1CCOCC1)c1cccc([N+](=O)[O-])c1","150"
"O=C(Nc1ncc(F)s1)C(CC1CCOCC1)c1ccc(S(=O)(=O)C2CC2)cc1","5.5"
"O=C(O)C1(c2ccc(-c3ccc(Cl)c(Cl)c3)c(F)c2)CC1","38.9"
"O=C(O)C1CSC(c2ccccc2Cl)N1C(=O)c1ccc(Cl)cc1","15.49"
"O=C(O)CCCCCCc1ccc(Cc2ccc3ccccc3n2)cc1","150"
"O=C(O)CC[C@@H](Cc1ccc(OCc2ccccc2)cc1)NC(=O)CCCCCCc1ccccc1","17.38"
"O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1","6.46"
"O=C(O)CN1C(=O)C(=O)c2ccccc21","26.92"
"O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl","61"
"O=C(O)COc1ccc(C(F)(F)F)cc1CN1CCN(C(=O)c2ccccc2)CC1","3"
"O=C(O)COc1ccc(C(F)(F)F)cc1CN1CCN(S(=O)(=O)c2ccccc2)CC1","3"
"O=C(O)COc1ccc(Cl)cc1CN1CCC(S(=O)(=O)c2ccccc2)CC1","3"
"O=C(O)COc1ccc(Cl)cc1CN1CCCN(S(=O)(=O)Cc2ccccc2)CC1","18"
"O=C(O)COc1ccc(Cl)cc1CN1CCCN(S(=O)(=O)c2ccccc2)CC1","5"
"O=C(O)COc1ccc(Cl)cc1CN1CCN(S(=O)(=O)c2ccc(F)cc2)CC1","3"
"O=C(O)COc1ccc(Cl)cc1CN1CCN(S(=O)(=O)c2ccccc2)CC1","3"
"O=C(O)COc1cccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1","3"
"O=C(O)COc1ccccc1N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1","3"
"O=C(O)Cc1ccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1","9"
"O=C(O)Cc1cccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1","3"
"O=C(O)Cc1ccccc1N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1","3"
"O=C(O)[C@H](Cc1ccc(F)cc1)N1CCC(CN2CCC(Oc3ccc(Cl)cc3)CC2)CC1","3"
"O=C(O)[C@H](Cc1ccc(F)cc1)N1CCC(CN2CCC(Oc3ccc(Cl)cc3Cl)CC2)CC1","3"
"O=C(O)[C@H](Cc1ccccc1)N1CCC(CN2CCC(Oc3ccc(CO)c(Cl)c3)CC2)CC1","28"
"O=C(O)[C@H](Cc1ccccc1F)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1","3"
"O=C(O)c1cc2cc(OCc3ccccc3)ccc2[nH]1","25.7"
"O=C(O)c1cc2ccccc2[nH]1","10.96"
"O=C(O)c1ccc(-c2ccc(Cl)c(C(=O)NCC34CC5CC(CC(C5)C3)C4)c2)cc1","3"
"O=C(O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(C(F)(F)F)cc2)cc1","9.33"
"O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O","4.17"
"O=C(O)c1cncc(-c2ccc(Cl)c(C(=O)NCC34CC5CC(CC(C5)C3)C4)c2)c1","7"
"O=C([C@@H]1CCCN1)N1CCN(c2nc(NCc3ccc(Cl)cc3Cl)c3cccnc3n2)CC1","6"
"O=C([C@H]1CCCCN1)N1CCN(c2nc(NCc3ccc(Cl)cc3Cl)c3cccnc3n2)CC1","9.88"
"O=C(c1ccc(O)cc1O)N1CCCC1","150"
"O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12","30"
"O=C(c1cccc(Cc2n[nH]c(=O)c3ccccc23)c1)N1CCN(c2ncccn2)CC1","100"
"O=C(c1cccc(Cl)c1Cl)N1CCN(c2ccccn2)CC1","150"
"O=C(c1ccccc1)N1CCC2(CCN(Cc3cccc(Cl)c3)CC2)CC1","3"
"O=C(c1ccccc1)N1CCN(Cc2ccccc2)CC1","150"
"O=C(c1csc2c1CCCC2)N1CCCCC1","150"
"O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1","38.9"
"O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1","3"
"O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1","3.72"
"O=C1COC2(CCN(S(=O)(=O)c3ccc(-c4ccc5cnccc5c4)cc3)CC2)CN1C1CC1","150"
"O=C1COc2c(CCNCCN(C(=O)CCNCCc3ccc(Cl)c(Cl)c3)C3CCCCC3)ccc(O)c2N1","22"
"O=C1NC(=O)/C(=C/c2ccc3c(c2)OC(F)(F)O3)S1","4.17"
"O=C1NC(=O)C(=CC=Cc2ccccc2)S1","10.47"
"O=C1NC(=O)C(c2cnc3ccccn23)=C1c1cn2c3c(cccc13)CN(C(=O)N1CCOCC1)CC2","38"
"O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O","8.51"
"O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1","8.51"
"O=C1Nc2ccccc2B(O)N1c1ccccc1","7.94"
"O=C1[C@H]2[C@H]3CC[C@H](C3)[C@H]2C(=O)N1[C@H]1CC[C@H](C(=O)Nc2cccc3cccnc23)CC1","150"
"O=CN(O)CCCP(=O)(O)O","3"
"O=CNc1cc([C@@H](O)CNCCc2ccc(NC[C@H](O)c3ccccc3)cc2)ccc1O","3"
"O=S(=O)(Nc1ccc(C(F)(F)F)cc1)c1ccc2sc(CO)nc2c1","15.49"
"O=S(=O)(Nc1ccc2sc(CO)nc2c1)c1ccc(Br)cc1","24.55"
"O=S(=O)(c1cccc2cnccc12)N1CCCNCC1","150"
"O=S(=O)(c1ccccc1)N1CCN(Cc2ccccc2)CC1","150"
"O=S1(=O)CC(O)C(N2CCC(c3ccccc3)CC2)C1","75.86"
"O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCOCCNCCc3cccc(Cl)c3)c2s1","3"
"O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCOCCOCCc3cccc4ccccc34)c2s1","118"
"O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCSCCNCCc3ccccc3Cl)c2s1","12"
"O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCSCCOCCc3ccccc3)c2s1","113"
"O=c1[nH]c2c(O)ccc([C@@H](O)CNCCOc3cccc(CNCCc4ccccc4F)c3)c2s1","23"
"O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCNCCc3cccc(C(F)(F)F)c3)c2s1","6"
"O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCOCCc3ccccc3)c2s1","150"
"O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3ccc(CNCCc4ccccc4F)cc3)c2s1","14"
"O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3ccc(CNCCc4ccccn4)cc3)c2s1","3"
"O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CN4CCC(c5ccccc5)CC4)c3)c2s1","29"
"O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCCc4ccccc4)c3)c2s1","19"
"O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCc4ccccc4Cl)c3)c2s1","42"
"O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCc4ccccc4Cl)c3)c2s1","60"
"O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3ccccc3CNCCc3ccccc3F)c2s1","107"
"O=c1[nH]c2c(O)ccc([C@@H](O)CN[C@H]3CCC[C@@H]3OCc3ccccc3)c2s1","108"
"O=c1[nH]c2cc(Cl)ccc2o1","10.96"
"O=c1c2c3n(c(=O)cc2[nH]n1-c1ccccc1Cl)CCCN(Cc1ccccc1)C3","3"
"O=c1c2ccccc2[nH]n1Cc1c[nH]c2ccccc12","4.37"
"O=c1cc(-c2ccc(Br)cc2)oc2ccccc12","3"
"O=c1cc(-c2cccnc2)[nH]c2cc(C(O)c3ccccc3)ccc12","46"
"O=c1cc(-c2cccnc2)[nH]c2cc(Cc3ccccc3)ccc12","50"
"O=c1cc(N2CCOCC2)nc2n(Cc3cccc(Cl)c3Cl)ccn12","24.55"
"O=c1ccc2ccc(O)cc2o1","123.03"
"O=c1nc(NCc2ccccc2)sn1Cc1ccccc1","19.95"
"OB1c2ccccc2N=C(S)N1c1cccnc1","3"
"OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O","85"
"Oc1nc2c(O)ccc(CCNCCCCCCOCCc3ccccc3)c2s1","88"
"Oc1nc2c(O)ccc(CCNCCCOCCOCCc3ccccc3)c2s1","144"
"Oc1nc2c(O)ccc(CCNCCOCCCOCCc3ccccc3)c2s1","150"
"Oc1ncnc2c1c(-c1ccccc1)cn2-c1ccc(Br)cc1","52.48"
"[O-][S+](c1ccccc1)c1ccc2nnnn2n1","150"
"c1ccc(CSc2nc3cccnc3[nH]2)cc1","91"
"c1ccc(Nc2[nH]nnc2-c2ccccc2)cc1","111"
"c1ccc(Nc2nc3c(s2)CCCc2n[nH]cc2-3)nc1","36.31"
"c1ccc(Oc2nccc3ccccc23)cc1","150"
"c1ccc([C@H]([C@@H](c2ccccc2)N2CCCCC2)N2CCCCC2)cc1","12.02"
"c1csc(Cn2nnnc2CN2CCN(c3nc4ccccc4s3)CC2)c1","150"
