,smiles,actual,predicted
6434,CC=CCC(C(=O)O)c1ccc(-c2ccccc2)cc1,2.425,2.3222206
6435,Cc1cc(C)c(C2C(=O)c3ccccc3C2=O)c(C)c1,2.422,2.14946
6436,CCCC1OCSC1=NOC(=O)NC,3.42,3.244374
6437,CS(=O)(=O)c1nc(-c2ccc(F)cc2)n(-c2ccc(Cl)cc2)n1,3.166,3.0240955
6438,Cc1oncc1C(=O)N1CCCCC1,2.195,2.3360045
6439,CNC(=O)ON=C1SCOC1C(C)C,4.135,4.0764985
6440,O=C(CCC(=O)OC1CCCCC1)OC1CCCCC1,1.372,1.7044817
6441,Oc1c(Br)cc(Cl)cc1Cc1cc(Cl)cc(Br)c1O,2.062,2.3422658
6442,C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O,1.422,3.4653618
6443,CC(C)c1c(C(=O)c2cccnc2)c2ccccc2n1C,2.064,2.1071234
6444,CC[Si]1(CC)N[Si](CC)(CC)N[Si](CC)(CC)N1,2.199,2.252995
6445,OCc1ccc(OCCn2ccnc2)cc1,1.652,2.4451435
6446,CCN(CC)P(=O)(c1ccccc1)n1ccnc1,2.545,2.8320289
6447,CN1CCC23c4c5ccc(O)c4OC2C(N=[N+]=[N-])CCC3(O)C1C5,3.238,3.5613837
6448,COC1CCC(OC2CC3(CC(O)C(C)C(C(C)C=C(C)C(=O)C(C)CC(C)C(=O)O)O3)OC2(C)C2CCC(C)C3(OC(C4OC(O)(CO)C(C)CC4C)CC3C)O2)OC1C,5.063,4.5905094
6449,O=C1NC(=O)C2C3C(C(O)(c4ccccc4)c4ccccn4)=CC(C3=C(c3ccccc3)c3ccccn3)C12,5.129,4.810442
6450,CC=C1CC(C)C(O)(CO)C(=O)OCC2=CC[N+]3([O-])CCC(OC1=O)C23,3.884,3.170829
6451,CCC(C)(C)OC,1.805,2.1808279
6452,Cc1c(Nc2ncnc3ccccc23)c(=O)n(-c2ccccc2)n1C,2.953,2.7702725
6453,COc1ccc2c(c1)Sc1ccc(C(C)C(=O)O)cc1N2C,2.631,2.9266245
6454,C=CCNC(=O)ON=C1SCOC1C,2.679,3.1641548
6455,CCCCCCOCCOCCOCC,1.647,1.5540376
6456,CN(C)C(CSC#N)CSC#N,3.39,3.2562337
6457,c1ccc(Oc2nncc3ccccc23)cc1,2.347,2.4512024
6458,C=CCC1=C(C)C(OC(=O)C2C(C)(C)C2(C)C)CC1=O,3.201,2.6913893
6459,CCCCP(CCCC)CCCC,2.431,2.3010576
6460,CCNC(=O)ON=C1SCOC1C,3.863,4.1674776
6461,CCOC(=O)C(C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,2.499,2.1750493
6462,C=CC(=O)OCC(CC)(COC(=O)C=C)COC(=O)C=C,1.715,2.001734
6463,CCCCN1C(=O)c2cccc([N+](=O)[O-])c2C1=O,2.087,2.3946679
6464,CN(C)c1ccccc1CS(=O)c1nc2ccccc2[nH]1,2.362,2.231785
6465,CCCCC(CC)COP(Oc1ccccc1)Oc1ccccc1,2.265,2.1195357
6466,CCCC=C(C=NCCCCCCCCCCCCCCCCCCCCC)CC,1.897,2.2084067
6467,CCCCN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O,2.268,2.4204211
6468,CCCSP(C)SCCC,4.943,4.180946
6469,C[Si](C)(C)N[Si](C)(C)C,2.278,2.0473974
6470,CC1CCC2(O)C3(C)CC4(O)OC2(C1O)C1(O)C3(O)C(OC(=O)c2ccc[nH]2)C(O)(C(C)C)C41C,2.818,2.57334
6471,CC(Cl)=CC(=O)Nc1ccc(O)cc1,2.127,2.4259322
6472,C#CC(OC(=O)C1C(C=C(C)C)C1(C)C)C(C)=CCC,2.213,2.1093879
6473,C[Si](C)(C)N=C=N[Si](C)(C)C,2.033,2.1704724
6474,CC(C)=CC(=O)Nc1ccc(O)cc1,1.992,2.0512557
6475,CCCCCCCCCCCCCCCCOC(=O)C1CC1,1.406,1.3302052
6476,CN1CCCN=C1C=Cc1cccs1,3.084,2.0544162
6477,[O-][N+]1=C(c2ccccc2)c2cc(Cl)ccc2N=C(NCC2CC2)C1,1.888,1.9875767
6478,CCCC(=NOCC)C1=C(O)CC(C2CCCSC2)CC1=O,1.917,2.1157165
6479,COP(=O)(NC=O)SC,2.949,3.7865598
6480,CCc1nccnc1C,2.309,1.9124235
6481,CCCCN1CCOCC1,2.627,1.9459465
6482,COP(=O)(SC)N(C)C(C)=O,1.994,2.865394
6483,C=C(O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,4.472,4.1877623
6484,C[Si]1(C)N[Si](C)(C)N[Si](C)(C)N1,2.642,2.8450513
6485,CCCCCCCCCCCC(=O)NP(=O)(OC)SC,3.51,3.4963763
6486,CCCCOC(=O)Oc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],3.021,2.8800507
6487,N#CC(=C1SCC(c2ccccc2Cl)S1)n1ccnc1,2.691,2.3279486
6488,CCCCCOc1ccc(Br)cc1COCCN1CCOCC1,2.508,2.6460803
6489,O=C1C(Cl)=C(Cl)C(=O)C1(Cl)Cl,2.369,2.5609436
6490,N#CC=CS(=O)(=O)c1ccc(Cl)cc1,2.174,2.3355985
6491,COP(=O)(NC(=O)CCCCl)SC,4.913,4.686912
6492,Cc1cc(=O)cc(-c2ccccc2)o1,2.474,2.4913402
6493,C=CCCCOC(=O)C(CC)N(Cc1ccco1)C(=O)n1ccnc1,2.547,2.4622796
6494,CCOc1ccc(N(N=O)C(C)=O)cc1,3.996,2.3562467
6495,COCC(=O)NP(=O)(OC)SC,3.028,3.5941477
6496,CCCCCCCCCCCCCC(=O)NP(=O)(OC)SC,3.546,3.4963763
6497,CCCCN(CCCC)CCOc1ccnc(N)n1,2.426,2.3832376
6498,Clc1cn[nH]c1,2.289,2.4131575
6499,O=C=NCc1ccc(CN=C=O)cc1,1.621,2.5250378
6500,Cc1n[nH]cc1Cl,2.492,2.2544868
6501,C=CCSP(=O)(NC(=O)CC)OC,3.252,2.5879424
6502,CCN(CC)CCOc1ccnc(N)n1,2.022,2.5359864
6503,Nc1nnc(C=Cc2ccc([N+](=O)[O-])o2)s1,2.104,2.1764307
6504,C[Si]1(C)N[Si](C)(C)N[Si](C)(C)N[Si](C)(C)N1,3.466,2.8450513
6505,CC1=NN(c2ccccc2)C(=O)C1=CN1CCOCC1,2.277,2.376041
6506,C#CCSP(=O)(NC(=O)CC)OC,2.646,2.9782794
6507,CN(C)CCOc1ccnc(N)n1,2.085,2.3887508
6508,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C=CC(C)C(C)C)CC(O)CC1O,5.072,4.5812736
6509,CCc1cnc(C(=O)O)c(C(=O)O)c1,1.765,1.7258571
6510,CCOC(=O)c1noc(C)c1C(C)=O,2.295,2.0527036
6511,OC1OCC2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,2.312,3.1908262
6512,C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,2.397,2.4656816
6513,c1ccc(CNc2ncnc3c2NCN3)cc1,2.034,2.522377
6514,Cc1nn(-c2ccccc2)c(=O)c2noc(C)c12,2.382,2.4449065
6515,CCOP(=S)(OCC)OC(Cl)C(Cl)(Cl)Cl,5.225,4.578482
6516,Cc1n[nH]c(=O)c2noc(C)c12,2.218,2.0180788
6517,CCN(CC)CC1CCCCN1CC(=O)N1c2ccccc2C(=O)Nc2cccnc21,2.439,2.1455333
6518,CN(C)P(=O)(N(C)C)n1nc(-c2ccccc2)nc1N,4.168,3.0950458
6519,O=P(O)(O)CN(CC(O)CN(CP(=O)(O)O)CP(=O)(O)O)CP(=O)(O)O,2.035,2.3957796
6520,O=C(c1ccc(Cl)cc1)n1cc(Cc2nnn[nH]2)c2ccccc21,2.449,2.067414
6521,CN(C)CC(=O)NN=Cc1c(Cl)nc2sccn12,2.28,2.3325653
6522,CC(=O)c1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,2.769,2.742875
6523,COc1cc(C(=O)N(C)C)nn1-c1cccc(Cl)c1,2.549,2.3078206
6524,CCCCc1c(OC(=O)c2ccccc2)n(-c2ccccc2)n(-c2ccccc2)c1=O,2.273,2.215521
6525,Cc1nc2sccn2c1C=NNC(=O)CN(C)C,2.248,2.3195522
6526,CNC(=O)c1cc(OC)n(-c2cccc(Cl)c2)n1,2.237,1.7981333
6527,COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC,2.676,2.343273
6528,CC(=O)CCc1c(OC(=O)c2ccccc2)n(-c2ccccc2)n(-c2ccccc2)c1=O,2.265,2.3992758
6529,CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1,2.288,2.1827798
6530,CN(C)CC(=O)NN=Cc1c(-c2ccccc2)nc2sccn12,2.737,2.6654456
6531,C=C[Si](OCCOC)(OCCOC)OCCOC,1.976,1.8359869
6532,CCCCc1c(OC(=O)c2cc(OC)c(OC)c(OC)c2)n(-c2ccccc2)n(-c2ccccc2)c1=O,2.224,2.4861083
6533,CCCCCCCCCCN(CCCCCCCCCC)CCCCCCCCCC,2.167,1.9925841
6534,CN(C)CC(=O)NN=Cc1c(-c2ccc(Cl)cc2)nc2n1CCS2,2.658,2.4586747
6535,COCCN1C=CC(=C2C(=O)c3ccccc3C2=O)C=C1,2.905,2.728082
6536,CCCCC(CC)COP(=O)(O)O,1.785,2.0658994
6537,Cc1ccc(-c2nc3n(c2C=NNC(=O)CN(C)C)CCS3)cc1,2.633,2.5181556
6538,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,2.574,2.3413363
6539,COc1cc(C(=O)Oc2c(CCC(C)=O)c(=O)n(-c3ccccc3)n2-c2ccccc2)cc(OC)c1OC,2.236,2.7952912
6540,CC=C1C2C=C(C)CC1(N)c1ccc(=O)[nH]c1C2,4.208,3.1718457
6541,CNN=Nc1ccccc1,2.508,2.3740296
6542,COC1CCC(OC2(C)C(CC3CC(OC)C(C)C4(O3)OC(C)(C3CCC(C5CCC(C6OC(C)(O)C(C)CC6C)O5)O3)C(OC)C4C)OC(O)(C(C)C(=O)O)C(C)C2OC)OC1C,4.961,4.571545
6543,C=CC(=O)OCCCCOC(=O)C=C,2.529,1.866114
6544,CC(=O)N(CC(C)C(=O)O)c1c(I)cc(I)c(N)c1I,1.937,1.8807067
6545,C=CC(=O)OOCCOC,2.242,2.157302
6546,OC1(c2ccc(Cl)c(Cl)c2)c2ccccc2C2=NCCCCN21,3.056,2.9390533
6547,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,3.326,2.7534323
6548,CCC(C(=O)O)C1OC(C(C)C(O)C(C)C(=O)C(CC)C2OC3(C=CC(O)C4(CCC(C)(C5CCC(O)(CC)C(C)O5)O4)O3)C(C)CC2C)C(C)CC1C,4.617,4.242788
6549,ClCCC(Cl)(Cl)Cl,2.57,2.4905336
6550,COc1cc2c(cc1OC)C(c1ccc(N)cc1)=NN=C(C)C2,3.383,2.8130376
6551,CC1(C)C(=O)N(Cl)C(=O)N1Br,2.24,2.1743588
6552,N#CCC[Si](Cl)(Cl)Cl,1.974,2.139907
6553,CN(C)Cc1ccc(CSCCNC(=C[N+](=O)[O-])N2CCN(C)CC2)o1,1.843,2.2564068
6554,O=C(O)COC(C(=O)O)C(=O)O,1.694,2.2691333
6555,BrC12CC3CC(CC(C3)C1)C2,1.405,1.7270812
6556,C1CN(SSSSN2CCOCC2)CCO1,1.797,2.1460278
6557,CC(=O)CCCO,1.203,1.3433836
6558,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C2OC(=O)OC12C,2.117,2.995554
6559,CCCCC=CC=CC=CCCCCCCCC(=O)OC,1.767,1.7725796
6560,CCCCn1c(=O)n(CCC)c(=O)c2c(NC)n(C(=O)OC)nc21,2.152,2.688507
6561,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC12)c1ccco1,1.628,3.2844245
6562,N#CC#CC#N,2.237,2.4932215
6563,CC1CS1,2.465,2.2802172
6564,CCCCN(CCCC)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,3.873,3.694583
6565,N#CC(Cl)=C(Cl)Cl,3.398,3.2779915
6566,CC1=C(C)S(=O)(=O)CCS1(=O)=O,2.262,1.863452
6567,CC1CC(=O)CC(C)O1,1.576,1.8367842
6568,CCCCn1cnnc1,3.399,2.689028
6569,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1C=CC(=O)OC(C)(C)C,2.714,2.195545
6570,c1ccc(-n2cnnc2)cc1,3.035,2.5202544
6571,CC(c1ccc(Cl)c(Cl)c1)N1N=C(N)CC1=O,2.242,2.5851772
6572,CCCCCOc1cccc(NC(=O)OC2CCCCC2N2CCCC2)c1,2.561,2.0569592
6573,N#CCCNc1ccccc1,1.493,2.1208308
6574,CC(=O)OCC1=CCC2CC1C2(C)C,1.873,2.056024
6575,CCOC(=O)N1CC=Cc2ccccc21,3.018,2.7578056
6576,CN(c1nc2ccccc2s1)C1CCN(CCCCOc2ccc(F)cc2)CC1,3.429,2.2721646
6577,Cc1ccc(N=CN(C)Sc2ccc(Cl)cc2)c(C)c1,2.979,2.9352913
6578,CCN(N=O)C(C)C,2.024,2.0639255
6579,CCOc1ccc(NC(=O)CC(C)O)cc1,1.504,2.1185575
6580,O=C(NC1CCSC1=O)c1cccnc1,1.694,1.8773116
6581,O=c1sc2ccccc2c(O)c1C1CC(c2ccc(-c3ccc(Br)cc3)cc2)Cc2ccccc21,5.992,5.149344
6582,Cc1cccc(N2CCN(CCCCN3C(=O)CNC3=O)CC2)c1,2.936,2.782987
6583,CCOC(=O)C1CCCN1N=O,1.537,1.9109546
6584,Cn1c2c(c(=O)n1-c1ccccc1)CCCC2,2.182,2.2534852
6585,CNC(=O)ON=C1CSCCS1,4.138,4.0541363
6586,CC(C(=O)COC(=O)c1ccncc1)c1ccc(-c2ccccc2F)cc1,2.492,2.1739717
6587,CCC(CC)(C(=O)O)c1cccc2ccccc12,2.351,2.5857816
6588,Clc1ccc(N2CCN(CC=Cc3ccccc3)CC2)nn1,2.814,2.2578254
6589,CN(CCCl)N=O,3.746,3.8662891
6590,CCC(=O)c1ccc(OCC(O)CO)c(OC)c1,2.191,2.1697857
6591,C=CC=CC=CCCCCC,1.298,1.6272281
6592,CCOC(=O)c1cnn(C)c1-n1cnc2ccccc2c1=O,2.229,2.0750437
6593,O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,3.273,3.1837273
6594,Cc1c(CC(=O)O)c2ccccc2n1C(=O)c1ccccc1,2.909,2.6927977
6595,CCOC(=O)c1cnn(C)c1-n1c(CC)nc2ccccc2c1=O,2.252,2.0065804
6596,O=C(Cc1ccccc1)NNCc1ccccc1,1.983,2.4540942
6597,O=C(NCCc1ccc(O)cc1)c1cccnc1,1.455,2.4995816
6598,CC=CC=CCOC(=O)C(C)C,1.527,1.9758793
6599,CCCN(CCC)C(=O)CN(CC)P(=S)(OCC)OCC,2.211,2.6344032
6600,CN1CC(O)N(c2nnc(C(C)(C)C)s2)C1=O,2.221,1.947977
6601,O=C(CN1CCOCC1)NN=Cc1ccc([N+](=O)[O-])o1,2.827,2.6020615
6602,CCCCCCCCSC(=O)Oc1cc(Cl)nnc1-c1ccccc1,2.284,2.5154002
6603,CCOC(=O)N1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,1.967,1.9163921
6604,CCOCCc1ccc(OCCNc2ncnc(CC)c2Cl)c(C)c1C,3.517,3.2856054
6605,CCOP(=O)(OCC)SCCC(F)=C(F)F,3.612,3.8993623
6606,CCC1OC(C)C(=NOC(=O)NC)S1,4.436,4.288693
6607,C=CCONC(CCC)=C1C(=O)CC(C)(C)C(C(=O)OC)C1=O,2.156,2.8858004
6608,CCOC(=O)C=CN(C)C,1.503,1.7241555
6609,NC(=O)N1CCC(c2ccccc2)CC1,2.413,2.0498085
6610,CC(C)NCC(O)COc1cccc2cc(C(C)O)oc12,2.139,2.2990477
6611,CCC1OC(C)SC1=NOC(=O)NC,4.163,4.4627748
6612,N#Cc1cc([N+](=O)[O-])ccc1Cl,1.756,2.1956003
6613,O=C(O)CCCCCCCCCl,1.808,1.9820255
6614,CC(C(=O)O)c1ccc2c(c1)OCc1cc(Cl)ccc1C2=O,4.422,4.010984
6615,CNC(=O)ON=C1SCOC1(C)C,5.009,5.1670585
6616,NC(=O)c1ccc(Cl)c([N+](=O)[O-])c1,1.892,1.9301618
6617,O=S1(=O)CCCO1,3.087,2.392023
6618,CC(C(=O)O)c1ccc2c(c1)OCc1ccccc1C2=O,3.919,3.5853918
6619,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,3.86,3.3019414
6620,CCN(CCC#N)c1ccc(N=Nc2nc3ccc(S(C)(=O)=O)cc3s2)c(C)c1,3.029,2.7197006
6621,Oc1ccccc1S,2.851,2.0327578
6622,C=CC(=O)NCOCC(C)C,2.201,2.5942852
6623,O=C1C(=C(Cl)Cl)C(=O)C2(Cl)C3C=CC(C3)C12Cl,2.053,3.6877153
6624,CN(C)c1ccncc1,2.689,2.4810274
6625,CNC(=O)ON=C1SC(C)OC1C,4.657,4.3542128
6626,CC(=O)c1ccccn1,1.725,2.0003493
6627,Cc1ccccc1C(=O)Nc1cccc(OC(C)C)c1,1.43,2.1162672
6628,CNC(=O)ON=C1SCCOC1C,4.532,4.5606184
6629,N#CSc1ccc(C(=O)O)cc1,3.334,2.4863455
6630,CC(CO)c1ccccc1,1.772,2.1665182
6631,CCC1OCCSC1=NOC(=O)NC,4.06,4.4514093
6632,CCCN(CCC)C(=O)C(Cc1ccc(OCCN(CC)CC)cc1)NC(=O)c1ccccc1,2.767,2.8280237
6633,CNC(=O)Oc1cccc2c1OC(C)(C)C2=O,2.902,3.1221185
6634,CN(C)C(=O)Nc1cc(C(C)(C)C)on1,2.525,2.237679
6635,CNC(=O)ON=C1SCCOC1(C)C,5.561,5.0128016
6636,O=C1NCc2ccccc2O1,2.152,2.522094
6637,O=C(O)c1ccc2cc(O)ccc2c1,1.786,2.200904
6638,CC(Cc1ccccc1)NC(=O)Cn1nc(-c2ccccc2)ccc1=O,2.42,2.2014666
6639,CCC1(CO)CCCN2CCc3c([nH]c4ccccc34)C21,2.375,2.6266246
6640,CCCCCC1=C(C)CCC1=O,1.823,1.7879556
6641,ClCC(Cl)(Cl)C(Cl)Cl,2.422,2.2174025
6642,CC(C)(O)C(=O)c1ccc(OCCO)cc1,1.74,1.8572991
6643,C=CCN(C(=O)Cn1nc(C)ccc1=O)C(C)Cc1ccccc1,2.279,2.5604858
6644,Cc1cc(N)n(-c2ccccc2)n1,1.841,1.9545796
6645,O=C(O)c1c(O)c(O)cc2ccccc12,0.921,1.6042879
6646,Clc1nc(C(Cl)(Cl)Cl)c(Cl)c(Cl)c1Cl,2.259,2.4519615
6647,CN(C)C(=O)C(CC[N+]1([O-])CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,3.457,3.5049715
6648,CNC(C)C#N,3.244,2.9624674
6649,COc1ccc(-c2ccc(=O)n(CC(=O)N(C)C(C)Cc3ccccc3)n2)cc1,2.525,2.4963498
6650,CCN1CCCc2ccccc21,1.958,2.2117383
6651,COc1ccc(CC(C)N(C)C(=O)Cn2nc(-c3ccccc3)ccc2=O)cc1OC,2.542,2.6813912
6652,O=[N+]([O-])c1ccc(NS(=O)(=O)c2ccc(Cl)c(C(F)(F)F)c2)c(Cl)c1,3.498,2.749788
6653,Nc1cc(-c2ccccc2)ccc1O,1.913,1.9772017
6654,C=COCCOCC1CO1,1.771,1.8292266
6655,CC(C)N(C(=O)Cn1nc(-c2ccccc2)ccc1=O)C(C)Cc1ccccc1,2.33,2.3627653
6656,CCCCCCOc1ccc(NNC=O)cc1,2.518,2.3853266
6657,O=C(c1ccccc1)c1ccc(O)cc1,1.215,2.4008057
6658,CC(=O)c1c2c(c(C)[nH]c1=O)CC(c1ccncc1)CC2,3.283,2.8027241
6659,Cc1ccc(=O)n(CC(=O)NC(C)Cc2ccccc2)n1,2.335,2.3812914
6660,Cc1ccc(C(=O)c2ccccc2)c(C(=O)O)c1,1.632,1.9111637
6661,CO[SiH](C)OC,1.343,1.512816
6662,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,1.963,2.3936234
6663,CCOC(=O)C(C)(CC)Oc1ccc(Cc2ccc(Cl)cc2)cc1,1.586,1.9262028
6664,CNC(=O)ON=C(SC)c1ccc(Cl)cc1,2.587,2.8668704
6665,O=C(O)c1cc(Cl)ccc1C(=O)c1ccccc1,1.848,1.830289
6666,O=C1c2ccccc2C(=O)C1c1c(Cl)cccc1Cl,2.792,2.4028006
6667,CON1CCC(=Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)C1=O,3.314,2.9827247
6668,O=[N+]([O-])C(F)(COCOCC(F)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],2.125,2.6162403
6669,O=C(Nc1ccc(Cl)c(Cl)c1)c1cc(Cl)cc(Cl)c1O,3.16,2.5014215
6670,CC(=O)c1ccc(Oc2c(I)cc(C(=O)O)cc2I)cc1I,2.139,1.9447029
6671,CC=CC(C)C1(CC)C(=O)NC(=O)NC1=O,4.05,2.537286
6672,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1N(C)C,2.335,2.4689832
6673,N=C(Nc1c([N+](=O)[O-])cnc2ccccc12)N1CCOCC1,1.877,2.3774695
6674,CC(C)(CCl)c1cc(Cl)nnc1Cl,2.379,2.5126412
6675,CCC1(C2OC(C3OC(O)(CO)C(C)CC3C)CC2C)CCC(C2(C)CCC3(CC(O)C(C)C(C(C)C(OC)C(C)C(=O)O)O3)O2)O1,3.827,3.4745147
6676,CCCCCCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1,1.831,1.4300287
6677,O=c1oc2ccccc2c(O)c1C1CC(c2ccc(-c3ccccc3)cc2)Cc2ccccc21,5.815,5.335889
6678,c1ccc2c(NCCCN3CCOCC3)n[nH]c2c1,2.456,2.7130861
6679,CCOP(=O)(OCC)SCC,3.866,4.5660605
6680,COc1c2ccoc2cc2oc(COC3OC(CO)C(O)C(O)C3O)cc(=O)c12,2.444,1.9812036
6681,O=c1oc2ccccc2c(O)c1C1CC(c2ccc(-c3ccc(Br)cc3)cc2)Cc2ccccc21,6.515,5.9473076
6682,CCCCOC(=O)c1ccc([N+]([O-])=Cc2ccc(N(CC)CC)cc2)cc1,2.186,2.542245
6683,CCOC(=O)C(Br)C#N,2.66,2.3466809
6684,CCOC(=O)C=C1SC(N2CCCCC2)C(=O)N1CC,1.962,1.8691702
6685,COc1c(Cl)ccc(Cl)c1C(=O)OCCN(CCOC(=O)c1c(Cl)ccc(Cl)c1OC)c1ccccc1,1.672,2.3292863
6686,CC1OC(OC2C(CO)OC(OC3C(CO)OC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1NC1C=C(CO)C(O)C(O)C1O,1.43,1.7148228
6687,CN(C)CCC(=O)N(C)C,1.722,2.3149173
6688,C=CC(=O)NC,2.252,2.480322
6689,COc1ccc(C(N)=O)cc1C(=O)NCc1cccnc1,2.219,2.383123
6690,CC(C)COP(C)(=O)SCCN(C)C,5.404,5.095666
6691,CC=CC#N,2.604,2.1661038
6692,CNc1c2c(nn1C)CCCC2,1.951,2.3864446
6693,COC(=O)C(C)c1ccc(-c2ccsc2)cc1,2.024,2.1765666
6694,CC(O)C1CCCCC1,1.786,1.4602106
6695,Cc1ccccc1-n1c(CF)nc2ccc(N)cc2c1=O,3.056,2.4028072
6696,CCN(CC)CCOCc1cc(Br)ccc1OC,3.158,2.9706848
6697,ClCc1c(Cl)cc(Cl)cc1Cl,1.874,2.4222164
6698,C1=C2CCCNC2C2CC1C1CCCCN1C2,2.685,2.7124329
6699,CCCCCOc1c(Br)cc(Br)cc1COCCN(CC)CC,3.11,2.7392366
6700,CNC(C)Cc1ccc(Cl)cc1,3.223,2.923379
6701,COP(N)(=S)OC,2.537,2.3603
6702,C(=NCCCCCCN=Cc1ccco1)c1ccco1,2.745,2.737895
6703,CC(C(=O)O)c1ccc(Oc2nccs2)cc1,3.266,3.2992828
6704,CCCCNCC(O)COc1ccc(-c2c(-c3ccccc3)c(=O)oc3cc(OC)ccc23)cc1,2.976,2.6601322
6705,O=C1C=CC(=O)N1c1ccccc1Cl,2.601,2.4184086
6706,c1ccc(CNc2[nH]cnc3ncnc2-3)cc1,2.025,2.2649922
6707,CC(C)(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],5.307,4.991063
6708,Cc1onc2c(=O)[nH]nc(-c3ccccc3)c12,2.356,2.5877836
6709,CCCn1c(=O)c2c(ncn2CCCCC(C)O)n(C)c1=O,2.385,2.690697
6710,CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,1.215,2.046806
6711,CC(C)C(O)(c1ccc(OC(F)(F)F)cc1)c1cncnc1,2.644,2.50577
6712,CCCCCOc1ccc(Br)cc1COCCN(CC)CC,3.066,3.1572442
6713,CCOC(=O)c1noc(C)c1C(=O)c1ccccc1,2.414,2.2799444
6714,CC(=O)c1ccc2c(c1)N(CCCN1CCOCC1)c1ccccc1S2,2.168,2.6037145
6715,CC(C(=O)O)c1ccc2c(c1)C(=O)c1ccccc1CO2,3.337,3.9280791
6716,CCOP(=O)(OCC)SCSP(=S)(OCC)OCC,4.021,4.982001
6717,CNc1ccc(N)c2c1C(=O)c1ccccc1C2=O,1.703,2.0741363
6718,CCC(O)(c1ccccc1)c1cccc(C(F)(F)F)c1,2.098,2.3732328
6719,CCCCCCCCCOC(=O)C1=CNC=C(C(=O)NC2CCCC2)C1c1ccccc1[N+](=O)[O-],4.684,2.3040268
6720,CS(=O)(=O)c1ccc(-c2cn3ccccc3n2)cc1,1.866,2.5293784
6721,O=CC1C(=O)N(c2ccccc2)N=C1c1ccccc1,2.525,2.0629368
6722,CC1=NN(c2ccccc2)C(=O)C1C=O,2.451,2.531387
6723,CCSC(C)CC1CC(=O)C(C(CC)=NOCC=CCl)=C(O)C1,2.423,2.2096868
6724,O=[N+]([O-])c1ccc(Sc2ccc([N+](=O)[O-])cc2)cc1,2.268,2.1151278
6725,O=C(c1ccccc1)c1cccc2c1CCC2C(=O)O,3.812,2.9511423
6726,Cc1ccc(C(=O)c2cccc3c2CCC3C(=O)O)cc1,3.06,2.97292
6727,CCN(CC)C(O)c1c(C)[nH]n(-c2ccccc2)c1=O,2.571,2.0158935
6728,CN(C)C(=O)NC1CC2CCC1(Cl)C2,2.219,2.2001605
6729,COc1ccc(C(=CC(=O)N2CCOCC2)c2ccc(Cl)cc2)cc1OC,1.998,2.0574243
6730,CC(C)CCCCCOC(=O)CCCOc1ccc(Cl)cc1Cl,2.859,2.3594942
6731,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1Br,2.13,2.0921297
6732,COc1ccc2cc(C(C)C(=O)OCCO)ccc2c1,2.203,2.401707
6733,N#Cc1cc([N+](=O)[O-])ccc1N,1.623,1.9025503
6734,C1CCC2OCCOCCOCCOC3CCCCC3OCCOCCOCCOC2C1,3.788,2.7534323
6735,CC1(C)CCCO1,1.399,1.6621436
6736,ClC1=C(Cl)C2(Cl)C(Cl)=C(Cl)C3C1C(Cl)CC32,1.521,2.0270245
6737,COc1ccc2cc(C(C)C(=O)OCCOCCO)ccc2c1,2.698,2.462801
